learning rate,train_loss,train_acc,verify_loss,verify_acc
5e-05,2.017245054244995,0.375,1.100343108177185,0.3625
0.0001,1.3130383491516113,0.359375,1.1474076509475708,0.30625
0.00015,1.3398789167404175,0.375,1.5126421451568604,0.3453125
0.0002,1.0601716041564941,0.546875,1.1696300506591797,0.340625
0.00025,1.1767743825912476,0.296875,1.391321063041687,0.3265625
0.0003,1.0182688236236572,0.515625,1.120303750038147,0.3984375
0.00035,0.9619792103767395,0.515625,1.076022982597351,0.4015625
0.0004,0.9407312273979187,0.546875,1.089806079864502,0.415625
0.00045000000000000004,0.9546794891357422,0.546875,1.287673830986023,0.3015625
0.0005,0.8986700177192688,0.578125,1.5368903875350952,0.271875
0.00055,0.9131098985671997,0.546875,1.0073341131210327,0.50625
0.0006,0.7103813886642456,0.703125,0.7944517135620117,0.6421875
0.0006500000000000001,0.6062151193618774,0.765625,0.9791720509529114,0.540625
0.0007,0.4897864758968353,0.859375,0.7341408133506775,0.659375
0.00075,0.613524854183197,0.734375,0.8510391116142273,0.65625
0.0008,0.5206583142280579,0.765625,0.5543625354766846,0.7859375
0.00085,0.4266284704208374,0.8125,0.6881443858146667,0.725
0.0009000000000000001,0.4635762572288513,0.765625,0.7586691975593567,0.7109375
0.00095,0.21552973985671997,0.890625,1.7358795404434204,0.6203125
0.001,0.32328152656555176,0.890625,0.7233189940452576,0.73125
0.00095,0.2649506628513336,0.921875,1.2377114295959473,0.6390625
0.0009025,0.3702903687953949,0.859375,0.5315150022506714,0.7796875
0.000857375,0.24848632514476776,0.890625,0.6889074444770813,0.790625
0.0008145062499999999,0.3412749171257019,0.875,0.6884547472000122,0.7609375
0.0007737809374999998,0.22211569547653198,0.921875,0.6769046187400818,0.728125
0.0007350918906249999,0.2712705433368683,0.890625,0.5445919036865234,0.83125
0.0006983372960937497,0.28241634368896484,0.859375,0.7170244455337524,0.7328125
0.0006634204312890623,0.174831822514534,0.921875,0.45909807085990906,0.815625
0.0006302494097246091,0.2090085744857788,0.890625,0.4685467779636383,0.8203125
0.0005987369392383787,0.12578481435775757,0.953125,0.5086569786071777,0.8625
0.0005688000922764596,0.22215703129768372,0.890625,0.4906088411808014,0.8546875
0.0005403600876626366,0.19893629848957062,0.90625,0.3958019018173218,0.8859375
0.0005133420832795048,0.17261430621147156,0.921875,0.36201712489128113,0.86875
0.00048767497911552955,0.1525525152683258,0.921875,0.32015445828437805,0.884375
0.000463291230159753,0.14189141988754272,0.953125,0.6495041251182556,0.8015625
0.00044012666865176535,0.10072433948516846,0.953125,0.44554272294044495,0.88125
0.0004181203352191771,0.14545099437236786,0.9375,0.7486600279808044,0.784375
0.0003972143184582182,0.18252453207969666,0.921875,0.505450427532196,0.840625
0.00037735360253530727,0.1440603882074356,0.953125,0.3697025179862976,0.8765625
0.0003584859224085419,0.18391332030296326,0.90625,0.5194980502128601,0.765625
0.0003405616262881148,0.18454019725322723,0.921875,0.46902427077293396,0.81875
0.000323533544973709,0.18615400791168213,0.90625,0.40816450119018555,0.85
0.00030735686772502356,0.17884483933448792,0.90625,0.4314912259578705,0.8671875
0.0002919890243387724,0.21951434016227722,0.90625,0.37904092669487,0.8578125
0.00027738957312183375,0.13931213319301605,0.921875,0.3889484107494354,0.8734375
0.00026352009446574203,0.07047644257545471,0.96875,0.6047516465187073,0.8171875
0.00025034408974245495,0.4020369052886963,0.765625,0.48968273401260376,0.865625
0.00023782688525533216,0.11683545261621475,0.9375,0.4524520933628082,0.8484375
0.00022593554099256555,0.09436928480863571,0.96875,0.40058013796806335,0.834375
0.00021463876394293727,0.21860073506832123,0.921875,0.4364483952522278,0.8578125
0.00020390682574579038,0.048491738736629486,1.0,0.37542182207107544,0.85625
0.00019371148445850088,0.0556483268737793,0.984375,0.6245936155319214,0.8296875
0.00018402591023557584,0.1946178674697876,0.921875,0.5371031165122986,0.8171875
0.000174824614723797,0.10735827684402466,0.96875,0.3858516216278076,0.8671875
0.00016608338398760718,0.19216442108154297,0.90625,0.39068228006362915,0.86875
0.0001577792147882268,0.19853229820728302,0.90625,0.4856514632701874,0.85
0.00014989025404881545,0.09222601354122162,0.96875,0.4499056339263916,0.8625
0.00014239574134637466,0.10284873843193054,0.953125,0.6473353505134583,0.821875
0.00013527595427905592,0.13789451122283936,0.90625,0.6243295073509216,0.8359375
0.00012851215656510312,0.16623984277248383,0.9375,0.3902771770954132,0.8640625
0.00012208654873684796,0.19531197845935822,0.953125,0.5085880160331726,0.85
0.00011598222130000556,0.1293409764766693,0.953125,0.7500213980674744,0.8109375
0.00011018311023500529,0.08833783119916916,0.921875,0.45892414450645447,0.8265625
0.00010467395472325501,0.07760117202997208,0.96875,0.38325849175453186,0.859375
9.944025698709225e-05,0.12505033612251282,0.9375,0.4075363576412201,0.8546875
9.446824413773763e-05,0.1653730273246765,0.921875,0.44267186522483826,0.8390625
8.974483193085076e-05,0.15722380578517914,0.96875,0.4014662206172943,0.871875
8.52575903343082e-05,0.12038376927375793,0.953125,0.5485402941703796,0.84375
8.099471081759279e-05,0.1994941383600235,0.921875,0.48897701501846313,0.8828125
